,Dates,Prices
0,2024-10-31,12.12572283405735
1,2024-11-30,12.5887106967181
2,2024-12-31,12.934792386058657
3,2025-01-31,13.039962100969271
4,2025-02-28,12.761522077066052
5,2025-03-31,13.052297733653013
6,2025-04-30,12.494461598447312
7,2025-05-31,11.979336989142551
8,2025-06-30,11.898213301950966
9,2025-07-31,12.17430976627999
10,2025-08-31,11.986364947751342
11,2025-09-30,12.331531883454852
